"metric","metric_label","model_id","model_alias","pareto_rank","line_id","cell_line","parameter","parameter_label","baseline_metric","elevated_metric","metric_delta","baseline_parameter","elevated_parameter","log2_elevated_vs_baseline","fit_id","best_start"
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","Y_R[1]","y1",0,0.180154133759199,0.180154133759199,713.851565832529,579.409003072794,-0.301042017857706,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,2,"MDA-MB-231","m","m",0,0.180154133759199,0.180154133759199,0.0327959340372818,0.0277771295914713,-0.239619440920525,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","ae[1]","v1",0,0.705095078879184,0.705095078879184,7.06148472472776e-05,0.00013733203840807,0.959624776501555,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","ah[1]","K1",0,0.705095078879184,0.705095078879184,0.042891062846813,0.0699176827018022,0.704980303439284,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","Y_R[1]","y1",0,0.705095078879184,0.705095078879184,1012.3981129544,447.37154113697,-1.17823133390349,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,3,"SNU668","m","m",0,0.705095078879184,0.705095078879184,0.00886152902070758,0.00462586341414609,-0.937832982631832,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","ae[1]","v1",0,0.334735871187983,0.334735871187983,7.01669830409977e-05,9.62217663505846e-05,0.45557095092258,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","ah[1]","K1",0,0.334735871187983,0.334735871187983,0.109972229956802,0.13868585451028,0.334681382852981,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","Y_R[1]","y1",0,0.334735871187983,0.334735871187983,509.706894957525,345.89063202801,-0.559351928313119,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,4,"SUM-159-chem","m","m",0,0.334735871187983,0.334735871187983,0.0115143304470373,0.00845692434142574,-0.445225544573516,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","ae[1]","v1",0,0.0590354702969521,0.0590354702969521,5.06259744350893e-05,5.35254211048912e-05,0.0803464691307035,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","ah[1]","K1",0,0.0590354702969521,0.0590354702969521,0.0436727146764087,0.0454965790659374,0.0590258604978256,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","Y_R[1]","y1",0,0.0590354702969521,0.0590354702969521,1793.97920248963,1675.4091210267,-0.0986497324958862,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","1R_1P_1W_C0_M0","1R,W(m)",2,5,"SUM-159-fuse","m","m",0,0.0590354702969521,0.0590354702969521,0.0534815901548768,0.0506485319472874,-0.0785219083895351,"all_lines_nuclear_area__1r_1p_1w_c0_m0",8
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","ae[1]","v1",0,0.959707294051967,0.959707294051967,2.28426070733585e-05,5.05964196075664e-05,1.14730798019222,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","ah[1]","K1",0,0.959707294051967,0.959707294051967,0.0985210350299367,0.179069621125091,0.862016917661577,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","Y_R[1]","y1",0,0.959707294051967,0.959707294051967,2849.95176835819,942.375035032837,-1.59656427821794,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,1,"MCF10A","m","m",0,0.959707294051967,0.959707294051967,0.0932230627452688,0.0563720535301815,-0.725706788715285,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","ae[1]","v1",0,0.180154133759199,0.180154133759199,6.57163447666172e-05,7.62967898732914e-05,0.215370120251847,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","ah[1]","K1",0,0.180154133759199,0.180154133759199,0.076334582469549,0.0853950658496028,0.161815912048999,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","Y_R[1]","y1",0,0.180154133759199,0.180154133759199,1049.94766571834,852.997784002728,-0.299703520350297,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,2,"MDA-MB-231","m","m",0,0.180154133759199,0.180154133759199,0.0543420356922329,0.0494455447947317,-0.136228075679388,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","ae[1]","v1",0,0.705095078879184,0.705095078879184,6.80425247264477e-05,0.000122046719377693,0.842924937432586,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","ah[1]","K1",0,0.705095078879184,0.705095078879184,0.0269873727040737,0.041860997301953,0.633322149702104,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","Y_R[1]","y1",0,0.705095078879184,0.705095078879184,720.274611918864,319.442084028749,-1.17299266418288,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,3,"SNU668","m","m",0,0.705095078879184,0.705095078879184,0.0501330330345893,0.034643535162151,-0.533175363575653,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","ae[1]","v1",0,0.334735871187983,0.334735871187983,7.21266299362195e-05,9.51828099505814e-05,0.400169029297566,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","ah[1]","K1",0,0.334735871187983,0.334735871187983,0.117063055905125,0.144187723450748,0.300662489178292,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","Y_R[1]","y1",0,0.334735871187983,0.334735871187983,522.978500263106,355.509154138031,-0.556864929431239,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,4,"SUM-159-chem","m","m",0,0.334735871187983,0.334735871187983,0.0324808818483451,0.0272540731948136,-0.253118941215935,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","ae[1]","v1",0,0.0590354702969521,0.0590354702969521,4.24727831085301e-05,4.46021789851583e-05,0.070575545904341,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","ah[1]","K1",0,0.0590354702969521,0.0590354702969521,0.0340456383513417,0.0353202639566891,0.0530261408384423,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","Y_R[1]","y1",0,0.0590354702969521,0.0590354702969521,1926.11432570367,1799.35796215133,-0.0982111145846991,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_1P_0W_C0_M1","2R(a)",3,5,"SUM-159-fuse","m","m",0,0.0590354702969521,0.0590354702969521,0.086091181572549,0.0834680642864234,-0.0446411544801475,"all_lines_nuclear_area__2r_1p_0w_c0_m1",164
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","ae[1]","v1",0,0.959707294051967,0.959707294051967,5.88826937581081e-05,0.000111670128247937,0.923327738349509,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","ah[1]","K1",0,0.959707294051967,0.959707294051967,0.45768834313477,0.597826470026328,0.385361228388402,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","Y_R[1]","y1",0,0.959707294051967,0.959707294051967,26403.6595735146,15367.4605609296,-0.780859119871163,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,1,"MCF10A","m","m",0,0.959707294051967,0.959707294051967,0.0409392610067131,0.011721708328413,-1.80430221627852,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","ae[1]","v1",0,0.180154133759199,0.180154133759199,6.96322431239343e-05,7.85211086660522e-05,0.17332504390572,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","ah[1]","K1",0,0.180154133759199,0.180154133759199,0.079627951362472,0.0837224250122465,0.0723391587361782,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","Y_R[1]","y1",0,0.180154133759199,0.180154133759199,5622.42025047981,5079.23119346167,-0.14658114948196,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,2,"MDA-MB-231","m","m",0,0.180154133759199,0.180154133759199,0.0344189321238381,0.0272168991785377,-0.338699627301008,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","ae[1]","v1",0,0.705095078879184,0.705095078879184,0.000199747649694525,0.000319661637735315,0.678367090192848,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","ah[1]","K1",0,0.705095078879184,0.705095078879184,0.34808450438265,0.423558644736879,0.283124143592042,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","Y_R[1]","y1",0,0.705095078879184,0.705095078879184,16035.3205045157,10774.0264792582,-0.573695673807472,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,3,"SNU668","m","m",0,0.705095078879184,0.705095078879184,0.0396086237267033,0.0158029867321308,-1.32561732248323,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","ae[1]","v1",0,0.334735871187983,0.334735871187983,7.92406895107824e-05,9.90590301624098e-05,0.322047062478318,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","ah[1]","K1",0,0.334735871187983,0.334735871187983,0.122484529104191,0.134444385014453,0.134409967816373,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","Y_R[1]","y1",0,0.334735871187983,0.334735871187983,4540.4835752546,3759.36881657919,-0.272355497749297,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,4,"SUM-159-chem","m","m",0,0.334735871187983,0.334735871187983,0.0286308344712487,0.0185092696435789,-0.629321750491661,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","ae[1]","v1",0,0.0590354702969521,0.0590354702969521,0.000104147297929438,0.000108329264164033,0.056797616949999,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","ah[1]","K1",0,0.0590354702969521,0.0590354702969521,0.310003745288537,0.315139538318562,0.023705124982502,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","Y_R[1]","y1",0,0.0590354702969521,0.0590354702969521,59523.968939579,57574.777418926,-0.0480337970368309,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_0W_C0_M1","2R(f)",4,5,"SUM-159-fuse","m","m",0,0.0590354702969521,0.0590354702969521,0.056939371817371,0.0527231534553092,-0.110989913858118,"all_lines_nuclear_area__2r_2p_0w_c0_m1",19
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","ae[1]","v1",0,0.959707294051967,0.959707294051967,5.49573881115822e-05,0.000110479737073888,1.00739644549886,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","ah[1]","K1",0,0.959707294051967,0.959707294051967,0.450732496319457,0.605893236270407,0.4267921331736,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","Y_R[1]","y1",0,0.959707294051967,0.959707294051967,29517.4605338046,15958.9464705052,-0.887203192595526,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,1,"MCF10A","m","m",0,0.959707294051967,0.959707294051967,0.0366662951730227,0.00858191352946098,-2.09508323115326,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","ae[1]","v1",0,0.180154133759199,0.180154133759199,7.15401101367103e-05,8.1559819092786e-05,0.189106235948973,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","ah[1]","K1",0,0.180154133759199,0.180154133759199,0.0864728142992641,0.0914107045220848,0.0801164766837409,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","Y_R[1]","y1",0,0.180154133759199,0.180154133759199,5471.32693305262,4874.81321448864,-0.166543823956588,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,2,"MDA-MB-231","m","m",0,0.180154133759199,0.180154133759199,0.0238537635429504,0.0181621186901453,-0.393284397233519,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","ae[1]","v1",0,0.705095078879184,0.705095078879184,0.000196180471461485,0.000327685910558255,0.740132205521373,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","ah[1]","K1",0,0.705095078879184,0.705095078879184,0.343182209442734,0.42649774512774,0.313563348606539,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","Y_R[1]","y1",0,0.705095078879184,0.705095078879184,14043.1140263681,8938.07730942865,-0.651826456818754,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,3,"SNU668","m","m",0,0.705095078879184,0.705095078879184,0.0215158102516017,0.00740280331589929,-1.53925356750334,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","ae[1]","v1",0,0.334735871187983,0.334735871187983,0.000107934312375845,0.000137699461727149,0.351369348660468,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","ah[1]","K1",0,0.334735871187983,0.334735871187983,0.218471894939252,0.242218378060482,0.148860634278254,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","Y_R[1]","y1",0,0.334735871187983,0.334735871187983,4621.20027324018,3729.08172690767,-0.309447198572759,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,4,"SUM-159-chem","m","m",0,0.334735871187983,0.334735871187983,0.0126822265044489,0.00764222649010454,-0.730743128595464,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","ae[1]","v1",0,0.0590354702969521,0.0590354702969521,0.000101207232667092,0.000105649168805547,0.0619690225385361,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","ah[1]","K1",0,0.0590354702969521,0.0590354702969521,0.297729477022163,0.303197061503716,0.0262537072054167,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","Y_R[1]","y1",0,0.0590354702969521,0.0590354702969521,61440.0173208507,59159.2258025328,-0.0545754502945334,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
"nuclear_area","Nuclear area","2R_2P_1W_C0_M0","2R(f),W(m)",5,5,"SUM-159-fuse","m","m",0,0.0590354702969521,0.0590354702969521,0.0611635146216849,0.0559366665797567,-0.128877028057363,"all_lines_nuclear_area__2r_2p_1w_c0_m0",33
