context,G0_mM,hours,image_key,ploidy_state,n_group_cells,median_cell_area_px,median_nuclear_area_px,field_cell_count,field_total_segmented_area_px,context_label,G0_label
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_4_01d08h00m,high,228,1716,193,228,428082,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_1_01d08h00m,low,82,1203,170,82,113179,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_2_01d08h00m,low,255,1092,143,255,286401,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_3_01d08h00m,low,90,1266.5,176,90,119894,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_4_01d08h00m,low,215,1018,146,215,238901,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_1_01d08h00m,high,165,1561,216,165,328318,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_2_01d08h00m,high,190,1419.5,190.5,190,320846,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_3_01d08h00m,high,148,1449,208.5,148,263774,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_4_01d08h00m,high,207,1358,192,207,343924,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_1_01d08h00m,low,99,1189,176,99,122464,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_2_01d08h00m,low,194,1046.5,146,194,218467,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_3_01d08h00m,low,153,1165,158,153,190078,SUM-159-chem M00b,1 mM
M00b chem,1,32,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_4_01d08h00m,low,283,1056,149,283,317496,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_1_01d16h00m,high,271,1458,203,271,462685,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_2_01d16h00m,high,265,1346,191,265,430289,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_3_01d16h00m,high,155,1740,209,155,303539,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_4_01d16h00m,high,295,1346,182,295,491073,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_1_01d16h00m,low,224,1143.5,167.5,224,279521,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_2_01d16h00m,low,236,1142,157,236,295306,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_3_01d16h00m,low,91,1318,194,91,139278,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_4_01d16h00m,low,137,1202,172,137,177317,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_1_01d16h00m,high,218,1625,216,218,394913,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_2_01d16h00m,high,231,1544,189,231,429148,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_3_01d16h00m,high,220,1430,205,220,387120,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_4_01d16h00m,high,303,1397,192,303,508382,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_1_01d16h00m,low,134,1161,170,134,171336,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_2_01d16h00m,low,324,1024,151.5,324,358121,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_3_01d16h00m,low,126,1165.5,168,126,155722,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_4_01d16h00m,low,196,1066,152,196,240071,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_1_01d16h00m,high,167,1398,191,167,293215,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_2_01d16h00m,high,219,1351,184,219,365375,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_3_01d16h00m,high,204,1545,213,204,392554,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_4_01d16h00m,high,287,1648,202,287,553551,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_1_01d16h00m,low,99,1215,179,99,133920,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_2_01d16h00m,low,352,1068,152,352,402540,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_3_01d16h00m,low,113,1158,170,113,151476,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_4_01d16h00m,low,269,1038,151,269,308614,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_1_01d16h00m,high,209,1587,215,209,403044,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_2_01d16h00m,high,227,1409,185,227,377131,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_3_01d16h00m,high,177,1533,194,177,329510,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_4_01d16h00m,high,275,1393,188,275,446469,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_1_01d16h00m,low,138,1041.5,160,138,156046,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_2_01d16h00m,low,246,1095.5,151,246,284593,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_3_01d16h00m,low,195,1075,157,195,231267,SUM-159-chem M00b,1 mM
M00b chem,1,40,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_4_01d16h00m,low,352,1034,153,352,402339,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_1_02d00h00m,high,289,1505,220,289,538182,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_2_02d00h00m,high,297,1317,190,297,482765,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_3_02d00h00m,high,154,1675,213.5,154,301311,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B11_4_02d00h00m,high,302,1471,196.5,302,532340,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_1_02d00h00m,low,310,1059.5,154,310,354794,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_2_02d00h00m,low,327,1073,151,327,389499,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_3_02d00h00m,low,124,1149.5,171.5,124,172898,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_B6_4_02d00h00m,low,173,1225,173,173,225472,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_1_02d00h00m,high,263,1439,219,263,460323,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_2_02d00h00m,high,237,1483,190,237,442428,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_3_02d00h00m,high,220,1418.5,199.5,220,399736,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C11_4_02d00h00m,high,331,1357,198,331,548931,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_1_02d00h00m,low,186,1088.5,161,186,226705,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_2_02d00h00m,low,442,956,146.5,442,465833,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_3_02d00h00m,low,174,1036.5,160,174,194245,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_C6_4_02d00h00m,low,255,968,148,255,276382,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_1_02d00h00m,high,174,1482.5,213,174,319861,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_2_02d00h00m,high,230,1509,198,230,391509,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_3_02d00h00m,high,217,1514,206,217,420830,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D11_4_02d00h00m,high,331,1493,199,331,619658,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_1_02d00h00m,low,140,1114,169.5,140,176697,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_2_02d00h00m,low,480,951.5,145,480,501397,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_3_02d00h00m,low,152,1118.5,166,152,190688,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_D6_4_02d00h00m,low,355,968,148,355,379380,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_1_02d00h00m,high,225,1694,220,225,452558,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_2_02d00h00m,high,246,1500,197.5,246,432183,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_3_02d00h00m,high,190,1607.5,213,190,384130,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E11_4_02d00h00m,high,285,1475,200,285,527112,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_1_02d00h00m,low,180,1012.5,152.5,180,203710,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_2_02d00h00m,low,335,1043,148,335,389676,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_3_02d00h00m,low,264,995.5,151.5,264,289600,SUM-159-chem M00b,1 mM
M00b chem,1,48,SUM-159_M00b-IncucyteRawDataLiveDead-varyGlucose_E6_4_02d00h00m,low,491,933,150,491,514595,SUM-159-chem M00b,1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_1_01d00h00m,high,144,1642,204.5,311,505605,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_1_01d00h00m,low,167,1406,161,311,505605,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_2_01d00h00m,high,159,1672,207,293,474730,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_2_01d00h00m,low,134,1353,152,293,474730,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_3_01d00h00m,low,141,1442,157,241,396040,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_3_01d00h00m,high,100,1750,205,241,396040,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_4_01d00h00m,low,146,1406,158,274,456287,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F4_4_01d00h00m,high,128,1681.5,218.5,274,456287,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_1_01d00h00m,high,130,1684.5,208,296,479617,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_1_01d00h00m,low,166,1450.5,162,296,479617,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_2_01d00h00m,low,131,1432,163,246,401128,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_2_01d00h00m,high,115,1527,207,246,401128,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_3_01d00h00m,high,106,1722.5,202,239,413405,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_3_01d00h00m,low,133,1473,156,239,413405,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_4_01d00h00m,high,98,1782.5,210.5,220,373750,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_F5_4_01d00h00m,low,122,1436,153,220,373750,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_1_01d00h00m,low,134,1435,163,265,466523,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_1_01d00h00m,high,131,1850,212,265,466523,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_2_01d00h00m,high,131,1648,198,264,446213,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_2_01d00h00m,low,133,1441,160,264,446213,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_3_01d00h00m,low,178,1453,159,289,499869,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_3_01d00h00m,high,111,1912,215,289,499869,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_4_01d00h00m,low,126,1492.5,160.5,250,425681,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G4_4_01d00h00m,high,124,1773,199.5,250,425681,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_1_01d00h00m,low,131,1451,164,241,414050,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_1_01d00h00m,high,110,1774.5,217,241,414050,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_2_01d00h00m,high,135,1639,202,317,508815,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_2_01d00h00m,low,182,1465.5,158,317,508815,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_3_01d00h00m,high,145,1748,216,283,465987,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_3_01d00h00m,low,138,1390.5,155,283,465987,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_4_01d00h00m,low,120,1344,163,220,360428,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,24,SUM159_J00_Competition_G5_4_01d00h00m,high,100,1661.5,203.5,220,360428,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_1_01d08h00m,low,170,1465,173,334,560822,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_1_01d08h00m,high,164,1651.5,216.5,334,560822,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_2_01d08h00m,high,185,1570,212,321,530583,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_2_01d08h00m,low,136,1495,174.5,321,530583,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_3_01d08h00m,low,147,1419,165,261,436900,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_3_01d08h00m,high,114,1693,221,261,436900,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_4_01d08h00m,low,147,1448,162,287,495441,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F4_4_01d08h00m,high,140,1755.5,225.5,287,495441,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_1_01d08h00m,high,148,1603,212,310,522968,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_1_01d08h00m,low,162,1540,167,310,522968,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_2_01d08h00m,low,134,1529.5,162.5,271,457637,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_2_01d08h00m,high,137,1574,213,271,457637,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_3_01d08h00m,high,119,1753,222,255,461341,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_3_01d08h00m,low,136,1561,162,255,461341,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_4_01d08h00m,high,106,1830.5,223.5,241,417311,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_F5_4_01d08h00m,low,135,1562,163,241,417311,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_1_01d08h00m,low,132,1511,174,288,497677,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_1_01d08h00m,high,156,1677.5,217,288,497677,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_2_01d08h00m,high,150,1612,208.5,280,478452,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_2_01d08h00m,low,130,1521,164,280,478452,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_3_01d08h00m,high,120,1795.5,229.5,301,545586,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_3_01d08h00m,low,181,1570,169,301,545586,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_4_01d08h00m,low,125,1535,168,251,432718,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G4_4_01d08h00m,high,126,1686,220,251,432718,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_1_01d08h00m,low,131,1465,164,260,441125,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_1_01d08h00m,high,129,1748,218,260,441125,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_2_01d08h00m,low,192,1527,161.5,344,565862,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_2_01d08h00m,high,152,1640,210,344,565862,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_3_01d08h00m,high,171,1645,210,310,504342,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_3_01d08h00m,low,139,1435,166,310,504342,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_4_01d08h00m,high,112,1626,211,235,388280,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,32,SUM159_J00_Competition_G5_4_01d08h00m,low,123,1463,163,235,388280,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_1_01d16h00m,high,170,1568,230,346,562637,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_1_01d16h00m,low,176,1441.5,174.5,346,562637,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_2_01d16h00m,high,213,1461,214,354,559386,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_2_01d16h00m,low,141,1449,171,354,559386,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_3_01d16h00m,low,154,1482.5,171.5,281,446261,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_3_01d16h00m,high,127,1540,203,281,446261,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_4_01d16h00m,low,144,1426.5,173,301,494600,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F4_4_01d16h00m,high,157,1616,222,301,494600,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_1_01d16h00m,low,169,1529,182,335,554420,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_1_01d16h00m,high,166,1507.5,212,335,554420,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_2_01d16h00m,low,144,1511,184,291,479257,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_2_01d16h00m,high,147,1401,209,291,479257,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_3_01d16h00m,high,135,1580,216,276,472394,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_3_01d16h00m,low,141,1514,167,276,472394,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_4_01d16h00m,high,109,1581,232,244,403079,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_F5_4_01d16h00m,low,135,1515,169,244,403079,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_1_01d16h00m,high,165,1481,219,304,517078,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_1_01d16h00m,low,139,1509,176,304,517078,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_2_01d16h00m,high,156,1512.5,217.5,289,477995,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_2_01d16h00m,low,133,1463,170,289,477995,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_3_01d16h00m,high,133,1572,232,314,558916,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_3_01d16h00m,low,181,1597,179,314,558916,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_4_01d16h00m,low,123,1545,174,268,450747,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G4_4_01d16h00m,high,145,1503,233,268,450747,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_1_01d16h00m,high,132,1547,222,266,431881,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_1_01d16h00m,low,134,1449,169,266,431881,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_2_01d16h00m,high,172,1556,210,364,592618,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_2_01d16h00m,low,192,1478,172.5,364,592618,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_3_01d16h00m,low,149,1494,174,321,539827,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_3_01d16h00m,high,172,1601,226.5,321,539827,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_4_01d16h00m,high,122,1598.5,207.5,245,395948,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,40,SUM159_J00_Competition_G5_4_01d16h00m,low,123,1431,167,245,395948,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_1_02d00h00m,high,158,1420.5,222.5,338,525235,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_1_02d00h00m,low,180,1442.5,174,338,525235,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_2_02d00h00m,high,197,1467,215,341,514315,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_2_02d00h00m,low,144,1314,174,341,514315,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_3_02d00h00m,low,141,1437,167,266,426794,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_3_02d00h00m,high,125,1476,215,266,426794,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_4_02d00h00m,low,140,1437,171,292,468565,Mixture GFP-defined,0.1 mM
J00 mixture,0.1,48,SUM159_J00_Competition_F4_4_02d00h00m,high,152,1539,223.5,292,468565,Mixture GFP-defined,0.1 mM
