context,G0_mM,hours,ploidy_state,n_cells,median_cell_area_px,cell_q10,cell_q90,median_nuclear_area_px,nuclear_q10,nuclear_q90,context_label,G0_label
M00b chem,5,64,low,4521,972,536,1721,162,111,251,SUM-159-chem M00b,5 mM
M00b chem,5,72,low,5336,918,506,1652.5,157,108,235,SUM-159-chem M00b,5 mM
M00b chem,5,80,low,6070,869,482,1564,153,106,232,SUM-159-chem M00b,5 mM
M00b chem,5,88,low,6815,812,447,1451.6,146,101,222,SUM-159-chem M00b,5 mM
M00b chem,5,96,low,7499,794,446,1416.2,143,100,218,SUM-159-chem M00b,5 mM
M00b chem,5,104,low,8046,778,437,1385.5,142,101,214,SUM-159-chem M00b,5 mM
M00b chem,5,112,low,8519,769,422,1360.2,141,100,212,SUM-159-chem M00b,5 mM
M00b chem,5,120,low,8985,758,422,1342.6,142,100,214,SUM-159-chem M00b,5 mM
M00b chem,25,0,high,1899,646,379,1102.2,173,100,290,SUM-159-chem M00b,25 mM
M00b chem,25,8,high,1987,852,472,1513,150,99,230,SUM-159-chem M00b,25 mM
M00b chem,25,16,high,2170,1270.5,643.9,2209.2,176,113,281,SUM-159-chem M00b,25 mM
M00b chem,25,24,high,2278,1520,718.7,2870.3,195,120,324.3,SUM-159-chem M00b,25 mM
M00b chem,25,32,high,2580,1565.5,737.8,3105.7,204,123,352,SUM-159-chem M00b,25 mM
M00b chem,25,40,high,3127,1457,716.6,3044.6,200,122,365.4,SUM-159-chem M00b,25 mM
M00b chem,25,48,high,3725,1398,688,2987.6,199,121,375.6,SUM-159-chem M00b,25 mM
M00b chem,25,56,high,4595,1307,642,2862.8,193,122,362,SUM-159-chem M00b,25 mM
M00b chem,25,64,high,5510,1269.5,609,2721.1,196,122,356.1,SUM-159-chem M00b,25 mM
M00b chem,25,72,high,6713,1209,594,2566.8,195,119,353,SUM-159-chem M00b,25 mM
M00b chem,25,80,high,7458,1181,593.7,2539.6,199,122,351,SUM-159-chem M00b,25 mM
M00b chem,25,88,high,8229,1146,575,2442,201,122,350,SUM-159-chem M00b,25 mM
M00b chem,25,96,high,8783,1113,555,2350.6,202,120,350,SUM-159-chem M00b,25 mM
M00b chem,25,104,high,9370,1095,555,2282,203,120,350.1,SUM-159-chem M00b,25 mM
M00b chem,25,112,high,9735,1096,557,2250,206,119,361.6,SUM-159-chem M00b,25 mM
M00b chem,25,120,high,10312,1078,546,2190,208,120,362,SUM-159-chem M00b,25 mM
M00b chem,25,0,low,977,399,212.6,660.4,104,63,164,SUM-159-chem M00b,25 mM
M00b chem,25,8,low,846,535,322,852,109,76,164.5,SUM-159-chem M00b,25 mM
M00b chem,25,16,low,1209,795,451,1288.2,130,90,213,SUM-159-chem M00b,25 mM
M00b chem,25,24,low,1426,1056.5,580,1749.5,154,103,257.5,SUM-159-chem M00b,25 mM
M00b chem,25,32,low,1843,1114,644.4,1823.4,163,108,263.8,SUM-159-chem M00b,25 mM
M00b chem,25,40,low,2291,1188,649,1926,168,114,277,SUM-159-chem M00b,25 mM
M00b chem,25,48,low,2955,1140,615.4,1945.2,170,112,271,SUM-159-chem M00b,25 mM
M00b chem,25,56,low,3740,1090,613,1869.2,170,118,274.1,SUM-159-chem M00b,25 mM
M00b chem,25,64,low,4429,1052,562,1836,170,115,266.2,SUM-159-chem M00b,25 mM
M00b chem,25,72,low,5305,979,518.4,1767.6,163,108,252,SUM-159-chem M00b,25 mM
M00b chem,25,80,low,5987,934,494,1649.4,161,110,250,SUM-159-chem M00b,25 mM
M00b chem,25,88,low,6619,892,489.8,1598.2,157,109,238,SUM-159-chem M00b,25 mM
M00b chem,25,96,low,7386,858,469,1582,152,106,235,SUM-159-chem M00b,25 mM
M00b chem,25,104,low,7926,828,447,1527.5,149,104,226,SUM-159-chem M00b,25 mM
M00b chem,25,112,low,8381,814,453,1498,150,104,225,SUM-159-chem M00b,25 mM
M00b chem,25,120,low,8741,815,447,1501,150,104,226,SUM-159-chem M00b,25 mM
J00 mixture,0,0,high,821,670,420,1205,126,78,189,Mixture GFP-defined,0 mM
J00 mixture,0,0,low,1793,784,444.6,1453.8,143,92,227,Mixture GFP-defined,0 mM
J00 mixture,0,8,high,1251,1140,662,1993,162,114,251,Mixture GFP-defined,0 mM
J00 mixture,0,8,low,1780,1117.5,622.8,1945,151,105,233,Mixture GFP-defined,0 mM
J00 mixture,0,16,high,1589,1340,751,2180.4,172,122,247,Mixture GFP-defined,0 mM
J00 mixture,0,16,low,1851,1214,676,2120,148,102,240,Mixture GFP-defined,0 mM
J00 mixture,0,24,high,1720,1391,740.9,2395.5,189,135,273,Mixture GFP-defined,0 mM
J00 mixture,0,24,low,1598,1177.5,613.7,2172.3,156,107,245.6,Mixture GFP-defined,0 mM
J00 mixture,0,32,high,1664,1340.5,710,2329.9,198,138,287,Mixture GFP-defined,0 mM
J00 mixture,0,32,low,1168,1040.5,559,2151.8,159,105,254,Mixture GFP-defined,0 mM
J00 mixture,0,40,low,751,976,502,2013,153,100,256,Mixture GFP-defined,0 mM
J00 mixture,0,40,high,1421,1208,669,2110,198,135,285,Mixture GFP-defined,0 mM
J00 mixture,0,48,high,1012,1122.5,582,2048.8,189,126,279.9,Mixture GFP-defined,0 mM
J00 mixture,0,48,low,393,986,480.6,2012.2,149,87.2,264.6,Mixture GFP-defined,0 mM
J00 mixture,0,56,high,604,1111.5,528.3,2093,179,108,273.1,Mixture GFP-defined,0 mM
J00 mixture,0,56,low,231,1012,462,2182,156,74,256,Mixture GFP-defined,0 mM
J00 mixture,0,64,high,333,1132,569.2,2180.6,184,104.4,274,Mixture GFP-defined,0 mM
J00 mixture,0,64,low,152,998.5,434.8,2527.4,151.5,79.3,288.3,Mixture GFP-defined,0 mM
J00 mixture,0,80,high,101,1306,482,2530,203,98,342,Mixture GFP-defined,0 mM
J00 mixture,0,80,low,82,696.5,267.5,1819,142.5,79.1,276.8,Mixture GFP-defined,0 mM
J00 mixture,0,88,low,89,430,232.2,1329.2,125,74.8,221,Mixture GFP-defined,0 mM
J00 mixture,0,88,high,66,1273,391.5,2779,222,136,376.5,Mixture GFP-defined,0 mM
J00 mixture,0,96,low,66,403.5,223,1148.5,115,65,216,Mixture GFP-defined,0 mM
J00 mixture,0,96,high,36,1575,396.5,3150.5,219,125,365,Mixture GFP-defined,0 mM
J00 mixture,0,104,low,83,354,214.2,824.8,108,64,222.4,Mixture GFP-defined,0 mM
J00 mixture,0,104,high,33,1261,280.8,3339.4,221,106,439.2,Mixture GFP-defined,0 mM
J00 mixture,0,112,low,73,340,192,624.4,106,62.2,194.2,Mixture GFP-defined,0 mM
J00 mixture,0,120,low,55,332,174,573.2,101,55.8,212.2,Mixture GFP-defined,0 mM
J00 mixture,0,112,high,26,1673,346,3334.5,261,78.5,378.5,Mixture GFP-defined,0 mM
J00 mixture,0,120,high,19,1551,264.6,3504.4,242,105.8,439.2,Mixture GFP-defined,0 mM
J00 mixture,0.1,0,high,795,646,392,1142.2,126,85,194,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,0,low,1848,759,432,1411.3,146,95,221.6,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,8,high,1359,1024,596.8,1783,156,115,230,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,8,low,1906,1041.5,571.5,1856.5,141,99,229,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,16,high,1797,1514,846.2,2321.2,181,133,248,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,16,low,2142,1299,734.1,2138.4,147,107,234,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,24,high,1967,1722,1016.6,2647.6,208,153,280,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,24,low,2281,1436,845,2366,159,116,247,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,32,low,2318,1506,856.7,2488.5,166,120,255.3,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,32,high,2229,1668,906.4,2762.2,216,148,291,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,40,high,2420,1545.5,851,2700.9,219,151,302.1,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,40,low,2377,1489,835.6,2507.2,172,125,262,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,48,high,2333,1459,762.4,2708.8,218,152,311,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,48,low,2265,1450,742.8,2524.8,175,122,270.6,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,56,high,2004,1315.5,711.6,2547.1,214,151,320,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,56,low,1978,1313,643.7,2435,172.5,114,268.3,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,64,low,1397,1144,565,2258.6,164,105,263,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,64,high,1321,1176,588,2438,205,126,321,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,80,low,521,1030,523,2195,167,91,269,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,80,high,393,1210,476.2,2655.6,198,100.2,330.6,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,88,low,327,982,501.6,2351,164,98.2,286.2,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,88,high,227,1178,458.8,2996.2,205,90.8,362,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,96,high,140,1215.5,480.9,3190.2,212.5,100.1,363.5,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,96,low,223,928,452.6,2097.8,169,85.4,303,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,104,low,158,972.5,415.3,2017.2,194,86.4,319.1,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,104,high,88,1172.5,613.1,3340.1,244.5,109.4,458,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,112,low,108,863.5,435.4,1926.1,183.5,87,358.6,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,112,high,60,896,474,2395.8,232.5,131.8,378.2,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,120,low,66,828,285,2017.5,180,73.5,366.5,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.1,120,high,30,1226.5,556.2,3315.9,245.5,179.8,450.1,Mixture GFP-defined,★ 0.1 mM
J00 mixture,0.25,0,low,1720,694,403.9,1272.2,143,93,216,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,0,high,783,618,384,1085.8,126,83,196.8,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,8,high,1362,968,574.1,1723.5,159,115,240,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,8,low,1834,915,537.3,1629,139,98,222,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,16,high,1929,1498,850,2284,184,129,253,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,16,low,2290,1319,753.8,2115,154,110,236,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,24,low,2439,1572,892.8,2484.4,174,122,255,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,24,high,2245,1725,932.2,2677,215,146,286.6,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,32,low,2662,1642,889,2595.6,185,126,270,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,32,high,2963,1515,805,2446.4,206,136,285,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,40,low,2864,1585.5,857.3,2631.9,192,130,276,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,40,high,3436,1471.5,849.5,2387.5,212,149,292,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,48,low,3017,1518,815,2605.2,191,128,277.4,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,48,high,3536,1430.5,796.5,2398,215,152,296,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,56,low,2924,1418.5,717,2530.9,188,124,284.7,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,56,high,3302,1321,709.1,2386.9,211,147,294.9,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,64,low,2442,1278,610.3,2487.9,178,111,280.9,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,64,high,2719,1196,645.4,2271.4,200,138,297,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,80,high,1366,1091,510.5,2225.5,184,102.5,291,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,80,low,1203,1130,509,2359,169,92,269,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,88,high,911,1120,537,2395,188,106,311,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,88,low,869,1025,499.8,2286.6,166,91,277,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,96,low,615,1002,509.4,2139.6,174,97,291.2,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,96,high,608,1120,545.7,2326.6,205,97,335.6,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,104,high,373,1133,530.2,2260.4,212,98.6,358,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,104,low,423,971,459.4,2315.4,177,89,330.4,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,112,high,224,1081,529.3,2315,219.5,111.3,372.7,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,112,low,238,1006.5,445.9,2158.4,182,89.7,331.9,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,120,high,119,1089,451.2,2528.8,206,95.2,422,Mixture GFP-defined,0.25 mM
J00 mixture,0.25,120,low,108,815,354.7,1923.7,180,77.5,367.8,Mixture GFP-defined,0.25 mM
J00 mixture,0.5,0,low,1608,678,398,1161.3,143,91,221,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,0,high,681,594,374,997,127,80,206,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,8,low,1722,871.5,509,1557,141,98,229.9,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,8,high,1198,968,596,1665,164,121,240.3,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,16,high,1753,1468,801,2296.4,194,137,268.8,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,16,low,2254,1249,714.3,2076.4,156,108,242.7,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,24,high,2231,1577,800,2527,208,132,289,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,24,low,2487,1602,922.2,2554.6,182,125,265.4,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,32,high,3203,1538,833,2337,215,144,289,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,32,low,2941,1664,867,2799,197,128,287,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,40,high,3785,1503,809,2348,223,147,300,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,40,low,3266,1606,859.5,2777,203,137,299,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,48,high,4290,1355,746,2222.4,220,144.9,300,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,48,low,3406,1532.5,853.5,2768,206,141,304,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,56,high,4465,1250,714,2093.8,216,148.4,301.6,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,56,low,3471,1464,824,2653,205,140,306,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,64,low,3401,1353,731,2552,198,132,307,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,64,high,4175,1182,641,2048.6,208,144,303,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,80,high,2587,993,528.6,1878.6,184,109,292.4,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,80,low,2233,1137,561,2262.6,172,106,284,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,88,high,1675,972,487.4,1878.2,179,100,280,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,88,low,1543,1084,503,2178.8,168,98,279,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,96,high,1064,987,495.3,1920.7,186,97.3,295,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,96,low,1054,1021.5,504.9,2141.5,166.5,84,288.8,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,104,high,697,970,502.4,1926,195,97,309.4,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,104,low,716,969,451.5,1888,163,82.5,285,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,112,low,402,925,451.3,1979.9,171.5,78,304,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,112,high,438,897,449.4,1624.6,195,89.7,302.9,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,120,high,221,912,414,1800,219,102,343,Mixture GFP-defined,★ 0.5 mM
J00 mixture,0.5,120,low,200,928,439.2,1796.2,185.5,88.9,335.2,Mixture GFP-defined,★ 0.5 mM
J00 mixture,1,0,low,1487,658,389,1197.8,141,92,223.4,Mixture GFP-defined,★ 1 mM
J00 mixture,1,0,high,559,599,377.8,1062,123,83.8,196.2,Mixture GFP-defined,★ 1 mM
J00 mixture,1,8,low,1714,856.5,504,1539,140,99,234,Mixture GFP-defined,★ 1 mM
J00 mixture,1,8,high,1090,981,580.9,1714.1,163,120,240.1,Mixture GFP-defined,★ 1 mM
J00 mixture,1,16,low,2204,1243.5,703.3,2025.7,157,112,239.7,Mixture GFP-defined,★ 1 mM
J00 mixture,1,16,high,1615,1464,792.4,2398,197,135,280.6,Mixture GFP-defined,★ 1 mM
J00 mixture,1,24,low,2525,1558,831.2,2478,184,123,268,Mixture GFP-defined,★ 1 mM
J00 mixture,1,24,high,2095,1488,719,2441.8,205,127,290,Mixture GFP-defined,★ 1 mM
J00 mixture,1,32,low,3278,1497,819.4,2611.6,189,125.7,281,Mixture GFP-defined,★ 1 mM
J00 mixture,1,32,high,3213,1403,764.6,2164.4,212,140.2,287,Mixture GFP-defined,★ 1 mM
J00 mixture,1,40,low,3917,1602,868.6,2709,204,134.6,298,Mixture GFP-defined,★ 1 mM
J00 mixture,1,40,high,4290,1354.5,690.9,2160.1,208,133,287,Mixture GFP-defined,★ 1 mM
J00 mixture,1,48,low,4294,1597,872,2768.1,216,144,311,Mixture GFP-defined,★ 1 mM
J00 mixture,1,48,high,5347,1288,705.2,2040.8,212,144,289,Mixture GFP-defined,★ 1 mM
J00 mixture,1,56,low,4330,1524.5,825,2745,220.5,148,323,Mixture GFP-defined,★ 1 mM
J00 mixture,1,56,high,5726,1257.5,701,1998,219,154,297,Mixture GFP-defined,★ 1 mM
J00 mixture,1,64,low,4313,1421,779.2,2616.8,219,146.2,322,Mixture GFP-defined,★ 1 mM
J00 mixture,1,64,high,5709,1180,679,1913,223,160,303,Mixture GFP-defined,★ 1 mM
J00 mixture,1,80,low,3422,1153.5,612,2316.7,198,118,309,Mixture GFP-defined,★ 1 mM
J00 mixture,1,80,high,3757,991,546,1706.4,206,123.6,300,Mixture GFP-defined,★ 1 mM
J00 mixture,1,88,high,2678,939,493,1673.2,196,107,291,Mixture GFP-defined,★ 1 mM
J00 mixture,1,88,low,2459,1135,537,2367.2,194,106,310,Mixture GFP-defined,★ 1 mM
J00 mixture,1,96,high,1756,955,468,1705,191,96,294,Mixture GFP-defined,★ 1 mM
J00 mixture,1,96,low,1623,1136,557,2411,188,96,303,Mixture GFP-defined,★ 1 mM
J00 mixture,1,104,high,1031,938,471,1678,190,88,292,Mixture GFP-defined,★ 1 mM
J00 mixture,1,104,low,915,1116,497.4,2476.2,183,87.2,303,Mixture GFP-defined,★ 1 mM
J00 mixture,1,112,low,474,1087,457,2488.1,178,75,313.7,Mixture GFP-defined,★ 1 mM
J00 mixture,1,112,high,486,940,464.5,1684.5,199.5,91.5,301.5,Mixture GFP-defined,★ 1 mM
J00 mixture,1,120,low,208,952.5,396.2,2257.6,168.5,59.7,310,Mixture GFP-defined,★ 1 mM
J00 mixture,1,120,high,189,854,420,1814,180,84.8,309.4,Mixture GFP-defined,★ 1 mM
