context,G0_mM,ploidy_state,n_cells,bin_left_px,bin_right_px,metric,fraction_cells,median_px
M00b chem,0.5,high,2,13894.9549437314,15848.9319246111,cell,0.000192789666473877,1584
M00b chem,0.5,high,2,12181.8791201012,13894.9549437314,cell,0.000192789666473877,1584
M00b chem,0.5,high,4,9363.29208823942,10680.0043251458,cell,0.000385579332947754,1584
M00b chem,0.5,high,2,158.489319246111,180.776867696343,cell,0.000192789666473877,1584
M00b chem,0.5,high,2,138.949549437314,158.489319246111,cell,0.000192789666473877,1584
M00b chem,1,high,1,63.0957344480193,71.9685673001152,cell,7.35781031565006e-05,1483
M00b chem,0.1,low,4,3727.59372031494,4251.78630338289,cell,0.000812677773262901,1058
M00b chem,0.1,low,5,138.949549437314,158.489319246111,cell,0.00101584721657863,1058
M00b chem,0.1,low,1,121.818791201012,138.949549437314,cell,0.000203169443315725,1058
M00b chem,0.5,low,1,37.2759372031494,42.5178630338289,cell,9.54836245583882e-05,1136
M00b chem,0.5,low,1,82.0891415963825,93.6329208823942,cell,9.54836245583882e-05,1136
M00b chem,1,low,1,55.3168119761723,63.0957344480193,cell,8.28912466843501e-05,1066
M00b chem,1,low,2,106.800043251458,121.818791201012,cell,0.0001657824933687,1066
M00b chem,1,low,2,71.9685673001152,82.0891415963825,cell,0.0001657824933687,1066
M00b chem,0.1,high,5,8208.91415963826,9363.29208823942,cell,0.000610724319042384,1561
M00b chem,0.5,high,1,121.818791201012,138.949549437314,cell,9.63948332369385e-05,1584
M00b chem,1,high,5,10680.0043251458,12181.8791201012,cell,0.000367890515782503,1483
M00b chem,0.1,low,6,106.800043251458,121.818791201012,cell,0.00121901665989435,1058
M00b chem,0.1,low,2,82.0891415963825,93.6329208823942,cell,0.000406338886631451,1058
M00b chem,0.1,low,3,71.9685673001152,82.0891415963825,cell,0.000609508329947176,1058
M00b chem,0.1,low,1,5531.68119761723,6309.57344480193,cell,0.000203169443315725,1058
M00b chem,0.1,low,2,48.496934285282,55.3168119761723,cell,0.000406338886631451,1058
M00b chem,0.1,low,1,22.0220194998738,25.1188643150958,cell,0.000203169443315725,1058
M00b chem,0.5,low,1,138.949549437314,158.489319246111,cell,9.54836245583882e-05,1136
M00b chem,0.1,high,2,206.198600950222,235.195263507096,cell,0.000244289727616954,1561
M00b chem,0.1,high,1,121.818791201012,138.949549437314,cell,0.000122144863808477,1561
M00b chem,0.1,high,1,106.800043251458,121.818791201012,cell,0.000122144863808477,1561
M00b chem,0.1,high,1,82.0891415963825,93.6329208823942,cell,0.000122144863808477,1561
M00b chem,0.1,low,1,28.6512026966378,32.6802758941013,cell,0.000203169443315725,1058
M00b chem,1,low,1,82.0891415963825,93.6329208823942,cell,8.28912466843501e-05,1066
M00b chem,1,low,1,7196.85673001152,8208.91415963826,cell,8.28912466843501e-05,1066
M00b chem,1,low,1,28.6512026966378,32.6802758941013,cell,8.28912466843501e-05,1066
J00 mixture,0.1,high,239,673.862716803094,768.624610039774,cell,0.0266949625823746,1596
J00 mixture,0.1,high,907,1930.69772888325,2202.20194998738,cell,0.101306824528091,1596
J00 mixture,0.1,low,1226,1483.98178896756,1692.66661503788,cell,0.132583540607765,1465
J00 mixture,0.1,high,1098,1483.98178896756,1692.66661503788,cell,0.122640455713169,1596
J00 mixture,0.1,low,806,1930.69772888325,2202.20194998738,cell,0.0871634043473559,1465
J00 mixture,0.1,high,647,1000,1140.62492385132,cell,0.0722662794593991,1596
J00 mixture,0.1,high,151,590.783791158794,673.862716803094,cell,0.0168658550206635,1596
J00 mixture,0.1,high,843,1140.62492385132,1301.02521691083,cell,0.0941583826650285,1596
J00 mixture,0.1,low,417,768.624610039774,876.712387296869,cell,0.0450957067156916,1465
J00 mixture,0.1,high,748,2202.20194998738,2511.88643150958,cell,0.0835474142745449,1596
J00 mixture,0.1,high,308,768.624610039774,876.712387296869,cell,0.0344018764659891,1596
J00 mixture,0.1,low,527,876.712387296869,1000,cell,0.0569914566886558,1465
J00 mixture,0.1,low,1028,1692.66661503788,1930.69772888325,cell,0.111171190656429,1465
J00 mixture,0.1,high,508,2511.88643150958,2865.12026966378,cell,0.0567407572880599,1596
J00 mixture,0.1,high,983,1301.02521691083,1483.98178896756,cell,0.109795599240478,1596
J00 mixture,0.1,high,1127,1692.66661503788,1930.69772888325,cell,0.125879593432369,1596
J00 mixture,0.1,low,760,1000,1140.62492385132,cell,0.0821888179950254,1465
J00 mixture,0.1,low,997,1140.62492385132,1301.02521691083,cell,0.107818752027685,1465
J00 mixture,0.1,high,442,876.712387296869,1000,cell,0.0493689266167765,1596
J00 mixture,0.1,low,1288,1301.02521691083,1483.98178896756,cell,0.139288417865254,1465
J00 mixture,0.1,low,589,2202.20194998738,2511.88643150958,cell,0.0636963339461447,1465
J00 mixture,0.1,low,41,4251.78630338289,4849.6934285282,cell,0.00443387044446848,1465
J00 mixture,0.1,low,250,673.862716803094,768.624610039774,cell,0.0270357953931005,1465
J00 mixture,0.1,low,193,2865.12026966378,3268.02758941013,cell,0.0208716340434736,1465
J00 mixture,0.1,low,351,2511.88643150958,2865.12026966378,cell,0.0379582567319131,1465
J00 mixture,0.1,high,325,2865.12026966378,3268.02758941013,cell,0.0363006813358651,1596
J00 mixture,0.1,high,105,517.947467923121,590.783791158794,cell,0.0117279124315872,1596
J00 mixture,0.1,low,80,454.090961097248,517.947467923121,cell,0.00865145452579215,1465
J00 mixture,0.1,high,19,4849.6934285282,5531.68119761723,cell,0.00212219367809673,1596
J00 mixture,0.1,low,11,5531.68119761723,6309.57344480193,cell,0.00118957499729642,1465
J00 mixture,0.1,high,210,3268.02758941013,3727.59372031494,cell,0.0234558248631744,1596
J00 mixture,0.1,low,172,590.783791158794,673.862716803094,cell,0.0186006272304531,1465
J00 mixture,0.1,low,25,305.99496872072,349.025487895958,cell,0.00270357953931005,1465
J00 mixture,0.1,low,47,398.107170553497,454.090961097248,cell,0.00508272953390289,1465
J00 mixture,0.1,high,29,398.107170553497,454.090961097248,cell,0.00323913771920027,1596
J00 mixture,0.1,low,101,517.947467923121,590.783791158794,cell,0.0109224613388126,1465
J00 mixture,0.1,low,12,6309.57344480193,7196.85673001152,cell,0.00129771817886882,1465
J00 mixture,0.1,low,129,3268.02758941013,3727.59372031494,cell,0.0139504704228398,1465
J00 mixture,0.1,high,1,138.949549437314,158.489319246111,cell,0.000111694404110354,1596
J00 mixture,0.1,high,59,454.090961097248,517.947467923121,cell,0.00658996984251089,1596
J00 mixture,0.1,low,29,349.025487895958,398.107170553497,cell,0.00313615226559965,1465
J00 mixture,0.1,high,3,6309.57344480193,7196.85673001152,cell,0.000335083212331062,1596
J00 mixture,0.1,high,52,4251.78630338289,4849.6934285282,cell,0.00580810901373841,1596
J00 mixture,0.1,low,14,268.269579527973,305.99496872072,cell,0.00151400454201363,1465
J00 mixture,0.1,low,18,4849.6934285282,5531.68119761723,cell,0.00194657726830323,1465
J00 mixture,0.1,high,7,206.198600950222,235.195263507096,cell,0.000781860828772479,1596
J00 mixture,0.1,high,7,5531.68119761723,6309.57344480193,cell,0.000781860828772479,1596
J00 mixture,0.1,high,86,3727.59372031494,4251.78630338289,cell,0.00960571875349045,1596
J00 mixture,0.1,high,8,235.195263507096,268.269579527973,cell,0.000893555232882833,1596
J00 mixture,0.1,low,8,206.198600950222,235.195263507096,cell,0.000865145452579215,1465
J00 mixture,0.1,low,97,3727.59372031494,4251.78630338289,cell,0.010489888612523,1465
J00 mixture,0.1,low,13,235.195263507096,268.269579527973,cell,0.00140586136044122,1465
J00 mixture,0.1,low,5,158.489319246111,180.776867696343,cell,0.000540715907862009,1465
J00 mixture,0.1,high,15,349.025487895958,398.107170553497,cell,0.00167541606165531,1596
J00 mixture,0.1,high,9,305.99496872072,349.025487895958,cell,0.00100524963699319,1596
J00 mixture,0.1,high,9,268.269579527973,305.99496872072,cell,0.00100524963699319,1596
J00 mixture,0.1,low,3,7196.85673001152,8208.91415963826,cell,0.000324429544717206,1465
J00 mixture,0.1,low,2,138.949549437314,158.489319246111,cell,0.000216286363144804,1465
J00 mixture,0.1,low,6,9363.29208823942,10680.0043251458,cell,0.000648859089434411,1465
J00 mixture,0.5,high,849,876.712387296869,1000,cell,0.0628283874787242,1471
J00 mixture,0.5,high,1428,1140.62492385132,1301.02521691083,cell,0.105676015688596,1471
J00 mixture,0.5,low,1174,1140.62492385132,1301.02521691083,cell,0.0970087588828293,1596
J00 mixture,0.5,low,58,398.107170553497,454.090961097248,cell,0.00479259626508015,1596
J00 mixture,0.5,high,1664,1301.02521691083,1483.98178896756,cell,0.123140679345815,1471
J00 mixture,0.5,high,583,768.624610039774,876.712387296869,cell,0.0431436394582994,1471
J00 mixture,0.5,low,15,268.269579527973,305.99496872072,cell,0.00123946455131383,1596
J00 mixture,0.5,low,1487,1483.98178896756,1692.66661503788,cell,0.122872252520245,1596
J00 mixture,0.5,low,1381,1301.02521691083,1483.98178896756,cell,0.11411336969096,1596
J00 mixture,0.5,low,265,673.862716803094,768.624610039774,cell,0.021897207073211,1596
J00 mixture,0.5,low,84,454.090961097248,517.947467923121,cell,0.00694100148735746,1596
J00 mixture,0.5,high,19,268.269579527973,305.99496872072,cell,0.00140605343003034,1471
J00 mixture,0.5,high,5,4849.6934285282,5531.68119761723,cell,0.0003700140605343,1471
J00 mixture,0.5,high,1316,1930.69772888325,2202.20194998738,cell,0.0973877007326278,1471
J00 mixture,0.5,low,43,349.025487895958,398.107170553497,cell,0.00355313171376632,1596
J00 mixture,0.5,low,1482,1692.66661503788,1930.69772888325,cell,0.122459097669807,1596
J00 mixture,0.5,high,415,673.862716803094,768.624610039774,cell,0.0307111670243469,1471
J00 mixture,0.5,high,1100,1000,1140.62492385132,cell,0.0814030933175461,1471
J00 mixture,0.5,low,1223,1930.69772888325,2202.20194998738,cell,0.101057676417121,1596
J00 mixture,0.5,low,582,876.712387296869,1000,cell,0.0480912245909767,1596
J00 mixture,0.5,high,1708,1692.66661503788,1930.69772888325,cell,0.126396803078517,1471
J00 mixture,0.5,low,1002,2202.20194998738,2511.88643150958,cell,0.082796232027764,1596
J00 mixture,0.5,high,520,2511.88643150958,2865.12026966378,cell,0.0384814622955672,1471
J00 mixture,0.5,low,834,1000,1140.62492385132,cell,0.0689142290530491,1596
J00 mixture,0.5,high,302,590.783791158794,673.862716803094,cell,0.0223488492562717,1471
J00 mixture,0.5,high,847,2202.20194998738,2511.88643150958,cell,0.0626803818545105,1471
J00 mixture,0.5,low,399,768.624610039774,876.712387296869,cell,0.0329697570649479,1596
J00 mixture,0.5,low,731,2511.88643150958,2865.12026966378,cell,0.0604032391340274,1596
J00 mixture,0.5,low,206,590.783791158794,673.862716803094,cell,0.0170219798380433,1596
J00 mixture,0.5,high,249,2865.12026966378,3268.02758941013,cell,0.0184267002146082,1471
J00 mixture,0.5,high,1798,1483.98178896756,1692.66661503788,cell,0.133057056168134,1471
J00 mixture,0.5,low,258,3268.02758941013,3727.59372031494,cell,0.0213187902825979,1596
J00 mixture,0.5,low,413,2865.12026966378,3268.02758941013,cell,0.0341265906461742,1596
J00 mixture,0.5,high,194,517.947467923121,590.783791158794,cell,0.0143565455487309,1471
J00 mixture,0.5,high,3,138.949549437314,158.489319246111,cell,0.00022200843632058,1471
J00 mixture,0.5,high,64,3727.59372031494,4251.78630338289,cell,0.00473617997483904,1471
J00 mixture,0.5,high,118,3268.02758941013,3727.59372031494,cell,0.00873233182860949,1471
J00 mixture,0.5,low,78,4251.78630338289,4849.6934285282,cell,0.00644521566683193,1596
J00 mixture,0.5,low,114,517.947467923121,590.783791158794,cell,0.00941993058998513,1596
J00 mixture,0.5,low,25,305.99496872072,349.025487895958,cell,0.00206577425218972,1596
J00 mixture,0.5,high,84,398.107170553497,454.090961097248,cell,0.00621623621697625,1471
J00 mixture,0.5,low,23,5531.68119761723,6309.57344480193,cell,0.00190051231201454,1596
J00 mixture,0.5,high,57,349.025487895958,398.107170553497,cell,0.00421816029009102,1471
J00 mixture,0.5,low,113,3727.59372031494,4251.78630338289,cell,0.00933729961989754,1596
J00 mixture,0.5,low,11,235.195263507096,268.269579527973,cell,0.000908940670963477,1596
J00 mixture,0.5,high,104,454.090961097248,517.947467923121,cell,0.00769629245911345,1471
J00 mixture,0.5,high,35,305.99496872072,349.025487895958,cell,0.0025900984237401,1471
J00 mixture,0.5,low,6,180.776867696343,206.198600950222,cell,0.000495785820525533,1596
J00 mixture,0.5,high,1,6309.57344480193,7196.85673001152,cell,7.40028121068601e-05,1471
J00 mixture,0.5,high,20,4251.78630338289,4849.6934285282,cell,0.0014800562421372,1471
J00 mixture,0.5,low,5,9363.29208823942,10680.0043251458,cell,0.000413154850437944,1596
J00 mixture,0.5,low,18,6309.57344480193,7196.85673001152,cell,0.0014873574615766,1596
J00 mixture,0.5,low,38,4849.6934285282,5531.68119761723,cell,0.00313997686332838,1596
J00 mixture,0.5,low,1,13894.9549437314,15848.9319246111,cell,8.26309700875888e-05,1596
J00 mixture,0.5,low,2,15848.9319246111,18077.6867696343,cell,0.000165261940175178,1596
J00 mixture,0.5,low,11,7196.85673001152,8208.91415963826,cell,0.000908940670963477,1596
J00 mixture,0.5,high,10,235.195263507096,268.269579527973,cell,0.000740028121068601,1471
J00 mixture,0.5,low,1,121.818791201012,138.949549437314,cell,8.26309700875888e-05,1596
J00 mixture,0.5,low,6,8208.91415963826,9363.29208823942,cell,0.000495785820525533,1596
J00 mixture,0.5,low,2,10680.0043251458,12181.8791201012,cell,0.000165261940175178,1596
J00 mixture,0.5,high,10,206.198600950222,235.195263507096,cell,0.000740028121068601,1471
J00 mixture,0.5,high,7,158.489319246111,180.776867696343,cell,0.000518019684748021,1471
J00 mixture,0.5,low,5,206.198600950222,235.195263507096,cell,0.000413154850437944,1596
J00 mixture,0.5,low,3,20619.8600950222,23519.5263507096,cell,0.000247892910262766,1596
J00 mixture,1,low,33,268.269579527973,305.99496872072,cell,0.00235445205479452,1571
J00 mixture,1,low,485,768.624610039774,876.712387296869,cell,0.0346033105022831,1571
J00 mixture,1,high,1401,1000,1140.62492385132,cell,0.0937437269989963,1358
J00 mixture,1,high,1615,1692.66661503788,1930.69772888325,cell,0.108062897290064,1358
J00 mixture,1,high,2023,1301.02521691083,1483.98178896756,cell,0.13536299765808,1358
J00 mixture,1,high,1111,876.712387296869,1000,cell,0.074339243894279,1358
J00 mixture,1,high,1719,1140.62492385132,1301.02521691083,cell,0.115021746403479,1358
J00 mixture,1,low,1464,1930.69772888325,2202.20194998738,cell,0.104452054794521,1571
J00 mixture,1,low,1712,1692.66661503788,1930.69772888325,cell,0.122146118721461,1571
J00 mixture,1,high,667,2202.20194998738,2511.88643150958,cell,0.0446303111408498,1358
J00 mixture,1,high,1947,1483.98178896756,1692.66661503788,cell,0.13027768484443,1358
J00 mixture,1,low,687,2511.88643150958,2865.12026966378,cell,0.0490154109589041,1571
J00 mixture,1,low,1365,1140.62492385132,1301.02521691083,cell,0.097388698630137,1571
J00 mixture,1,high,760,768.624610039774,876.712387296869,cell,0.0508531281365005,1358
J00 mixture,1,low,1612,1301.02521691083,1483.98178896756,cell,0.115011415525114,1571
J00 mixture,1,low,1035,2202.20194998738,2511.88643150958,cell,0.0738441780821918,1571
J00 mixture,1,low,1843,1483.98178896756,1692.66661503788,cell,0.131492579908676,1571
J00 mixture,1,low,1000,1000,1140.62492385132,cell,0.0713470319634703,1571
J00 mixture,1,low,703,876.712387296869,1000,cell,0.0501569634703196,1571
J00 mixture,1,low,237,3268.02758941013,3727.59372031494,cell,0.0169092465753425,1571
J00 mixture,1,high,1182,1930.69772888325,2202.20194998738,cell,0.0790899966543995,1358
J00 mixture,1,high,566,673.862716803094,768.624610039774,cell,0.0378721980595517,1358
J00 mixture,1,high,194,454.090961097248,517.947467923121,cell,0.0129809300769488,1358
J00 mixture,1,high,116,398.107170553497,454.090961097248,cell,0.00776179324188692,1358
J00 mixture,1,high,463,590.783791158794,673.862716803094,cell,0.0309802609568418,1358
J00 mixture,1,high,85,3268.02758941013,3727.59372031494,cell,0.00568752091000335,1358
J00 mixture,1,low,359,673.862716803094,768.624610039774,cell,0.0256135844748858,1571
J00 mixture,1,high,298,517.947467923121,590.783791158794,cell,0.0199397791903647,1358
J00 mixture,1,high,15,4251.78630338289,4849.6934285282,cell,0.00100368016058883,1358
J00 mixture,1,high,164,2865.12026966378,3268.02758941013,cell,0.0109735697557712,1358
J00 mixture,1,low,121,454.090961097248,517.947467923121,cell,0.00863299086757991,1571
J00 mixture,1,high,3,5531.68119761723,6309.57344480193,cell,0.000200736032117765,1358
J00 mixture,1,low,76,398.107170553497,454.090961097248,cell,0.00542237442922374,1571
J00 mixture,1,low,204,590.783791158794,673.862716803094,cell,0.0145547945205479,1571
J00 mixture,1,low,453,2865.12026966378,3268.02758941013,cell,0.0323202054794521,1571
J00 mixture,1,high,371,2511.88643150958,2865.12026966378,cell,0.024824355971897,1358
J00 mixture,1,low,140,517.947467923121,590.783791158794,cell,0.00998858447488584,1571
J00 mixture,1,high,34,268.269579527973,305.99496872072,cell,0.00227500836400134,1358
J00 mixture,1,high,48,305.99496872072,349.025487895958,cell,0.00321177651388424,1358
J00 mixture,1,high,10,4849.6934285282,5531.68119761723,cell,0.000669120107059217,1358
J00 mixture,1,low,49,349.025487895958,398.107170553497,cell,0.00349600456621005,1571
J00 mixture,1,low,115,4251.78630338289,4849.6934285282,cell,0.00820490867579909,1571
J00 mixture,1,low,138,3727.59372031494,4251.78630338289,cell,0.0098458904109589,1571
J00 mixture,1,high,75,349.025487895958,398.107170553497,cell,0.00501840080294413,1358
J00 mixture,1,high,31,3727.59372031494,4251.78630338289,cell,0.00207427233188357,1358
J00 mixture,1,low,16,235.195263507096,268.269579527973,cell,0.00114155251141553,1571
J00 mixture,1,high,3,7196.85673001152,8208.91415963826,cell,0.000200736032117765,1358
J00 mixture,1,low,33,305.99496872072,349.025487895958,cell,0.00235445205479452,1571
J00 mixture,1,low,5,180.776867696343,206.198600950222,cell,0.000356735159817352,1571
J00 mixture,1,high,1,121.818791201012,138.949549437314,cell,6.69120107059217e-05,1358
J00 mixture,1,low,7,158.489319246111,180.776867696343,cell,0.000499429223744292,1571
J00 mixture,1,low,60,4849.6934285282,5531.68119761723,cell,0.00428082191780822,1571
J00 mixture,1,high,1,8208.91415963826,9363.29208823942,cell,6.69120107059217e-05,1358
J00 mixture,1,high,7,180.776867696343,206.198600950222,cell,0.000468384074941452,1358
J00 mixture,1,low,7,7196.85673001152,8208.91415963826,cell,0.000499429223744292,1571
J00 mixture,1,low,11,6309.57344480193,7196.85673001152,cell,0.000784817351598174,1571
J00 mixture,1,low,1,138.949549437314,158.489319246111,cell,7.13470319634703e-05,1571
J00 mixture,1,high,5,158.489319246111,180.776867696343,cell,0.000334560053529609,1358
J00 mixture,1,high,17,235.195263507096,268.269579527973,cell,0.00113750418200067,1358
J00 mixture,1,low,34,5531.68119761723,6309.57344480193,cell,0.00242579908675799,1571
J00 mixture,1,low,2,8208.91415963826,9363.29208823942,cell,0.000142694063926941,1571
J00 mixture,1,low,9,206.198600950222,235.195263507096,cell,0.000642123287671233,1571
J00 mixture,1,high,1,138.949549437314,158.489319246111,cell,6.69120107059217e-05,1358
J00 mixture,1,high,4,6309.57344480193,7196.85673001152,cell,0.000267648042823687,1358
J00 mixture,1,high,8,206.198600950222,235.195263507096,cell,0.000535296085647374,1358
J00 mixture,0.1,low,2,8208.91415963826,9363.29208823942,cell,0.000216286363144804,1465
J00 mixture,0.1,high,2,180.776867696343,206.198600950222,cell,0.000223388808220708,1596
J00 mixture,0.1,high,1,7196.85673001152,8208.91415963826,cell,0.000111694404110354,1596
J00 mixture,0.1,high,1,121.818791201012,138.949549437314,cell,0.000111694404110354,1596
J00 mixture,0.1,high,1,8208.91415963826,9363.29208823942,cell,0.000111694404110354,1596
J00 mixture,0.1,high,1,9363.29208823942,10680.0043251458,cell,0.000111694404110354,1596
J00 mixture,0.1,high,2,158.489319246111,180.776867696343,cell,0.000223388808220708,1596
J00 mixture,0.5,low,2,158.489319246111,180.776867696343,cell,0.000165261940175178,1596
J00 mixture,0.5,low,1,138.949549437314,158.489319246111,cell,8.26309700875888e-05,1596
J00 mixture,0.5,high,1,180.776867696343,206.198600950222,cell,7.40028121068601e-05,1471
J00 mixture,0.5,high,2,5531.68119761723,6309.57344480193,cell,0.00014800562421372,1471
C00 fuse,0.1,low,1513,130.102521691083,143.596170196222,nuclear,0.0764064235935764,182
C00 fuse,0.1,low,63,71.9685673001152,79.4328234724281,nuclear,0.00318149681850318,182
C00 fuse,0.1,low,177,96.7641053709454,106.800043251458,nuclear,0.00893849106150894,182
C00 fuse,0.1,low,2724,158.489319246111,174.927118743984,nuclear,0.137561862438138,182
C00 fuse,0.1,low,111,425.178630338289,469.276245934884,nuclear,0.00560549439450561,182
C00 fuse,0.1,low,1152,235.195263507096,259.58865861264,nuclear,0.0581759418240582,182
C00 fuse,0.1,low,33,630.957344480193,696.397402962432,nuclear,0.00166649833350167,182
C00 fuse,0.1,low,2717,193.069772888325,213.09410153668,nuclear,0.137208362791637,182
C00 fuse,0.1,low,158,385.224842003675,425.178630338289,nuclear,0.00797899202100798,182
C00 fuse,0.1,low,1974,213.09410153668,235.195263507096,nuclear,0.0996869003130997,182
C00 fuse,0.1,low,668,259.58865861264,286.512026966378,nuclear,0.0337339662660337,182
C00 fuse,0.1,low,2271,143.596170196222,158.489319246111,nuclear,0.114685385314615,182
C00 fuse,0.1,low,932,117.876863479359,130.102521691083,nuclear,0.0470659529340471,182
C00 fuse,0.1,low,3185,174.927118743984,193.069772888325,nuclear,0.160842339157661,182
C00 fuse,0.1,low,419,106.800043251458,117.876863479359,nuclear,0.0211594788405212,182
C00 fuse,0.1,low,14,768.624610039774,848.342898244073,nuclear,0.000706999293000707,182
C00 fuse,0.1,low,27,43.9397056076079,48.496934285282,nuclear,0.00136349863650136,182
C00 fuse,0.1,low,257,349.025487895958,385.224842003675,nuclear,0.012978487021513,182
C00 fuse,0.1,low,429,286.512026966378,316.227766016838,nuclear,0.0216644783355217,182
C00 fuse,0.1,low,272,316.227766016838,349.025487895958,nuclear,0.0137359862640137,182
C00 fuse,0.1,low,108,87.6712387296868,96.7641053709454,nuclear,0.00545399454600545,182
C00 fuse,0.1,low,42,65.2057229342861,71.9685673001152,nuclear,0.00212099787900212,182
C00 fuse,0.1,low,41,53.5268182284711,59.0783791158794,nuclear,0.00207049792950207,182
C00 fuse,0.1,low,9,936.329208823942,1033.44106388056,nuclear,0.000454499545500455,182
C00 fuse,0.1,low,31,32.6802758941013,36.0697271532629,nuclear,0.00156549843450157,182
C00 fuse,0.1,low,69,79.4328234724281,87.6712387296868,nuclear,0.00348449651550349,182
C00 fuse,0.1,low,88,469.276245934884,517.947467923121,nuclear,0.00444399555600444,182
C00 fuse,0.1,low,13,29.6093293962708,32.6802758941013,nuclear,0.000656499343500656,182
C00 fuse,0.1,low,70,517.947467923121,571.666650191362,nuclear,0.00353499646500354,182
C00 fuse,0.1,low,23,48.496934285282,53.5268182284711,nuclear,0.00116149883850116,182
C00 fuse,0.1,low,29,39.8107170553497,43.9397056076079,nuclear,0.00146449853550146,182
C00 fuse,0.1,low,41,571.666650191362,630.957344480193,nuclear,0.00207049792950207,182
C00 fuse,0.1,low,17,696.397402962432,768.624610039774,nuclear,0.000858499141500859,182
C00 fuse,0.1,low,16,36.0697271532629,39.8107170553497,nuclear,0.000807999192000808,182
C00 fuse,0.1,low,7,19.9526231496888,22.0220194998738,nuclear,0.000353499646500354,182
C00 fuse,0.1,low,33,59.0783791158794,65.2057229342861,nuclear,0.00166649833350167,182
C00 fuse,0.1,low,19,26.8269579527973,29.6093293962708,nuclear,0.000959499040500959,182
C00 fuse,0.1,low,9,22.0220194998738,24.3060443338441,nuclear,0.000454499545500455,182
C00 fuse,0.1,low,7,16.3789370695407,18.0776867696343,nuclear,0.000353499646500354,182
C00 fuse,0.1,low,5,1140.62492385132,1258.92541179417,nuclear,0.000252499747500253,182
C00 fuse,0.5,low,580,349.025487895958,385.224842003675,nuclear,0.0210472838117357,220
C00 fuse,0.5,low,4064,213.09410153668,235.195263507096,nuclear,0.14747614036361,220
C00 fuse,0.5,low,3689,193.069772888325,213.09410153668,nuclear,0.133867982726712,220
C00 fuse,0.5,low,61,48.496934285282,53.5268182284711,nuclear,0.00221359364226875,220
C00 fuse,0.5,low,3768,235.195263507096,259.58865861264,nuclear,0.136734767935552,220
C00 fuse,0.5,low,128,87.6712387296868,96.7641053709454,nuclear,0.00464491780672787,220
C00 fuse,0.5,low,472,117.876863479359,130.102521691083,nuclear,0.017128134412309,220
C00 fuse,0.5,low,750,130.102521691083,143.596170196222,nuclear,0.0272163152737961,220
C00 fuse,0.5,low,3014,174.927118743984,193.069772888325,nuclear,0.109373298980295,220
C00 fuse,0.5,low,1247,143.596170196222,158.489319246111,nuclear,0.0452516601952317,220
C00 fuse,0.5,low,64,53.5268182284711,59.0783791158794,nuclear,0.00232245890336394,220
C00 fuse,0.5,low,285,106.800043251458,117.876863479359,nuclear,0.0103421998040425,220
C00 fuse,0.5,low,409,385.224842003675,425.178630338289,nuclear,0.0148419639293102,220
C00 fuse,0.5,low,1947,158.489319246111,174.927118743984,nuclear,0.0706535544507748,220
C00 fuse,0.5,low,1702,286.512026966378,316.227766016838,nuclear,0.0617628914613347,220
C00 fuse,0.5,low,116,79.4328234724281,87.6712387296868,nuclear,0.00420945676234714,220
C00 fuse,0.5,low,2815,259.58865861264,286.512026966378,nuclear,0.102151903327648,220
C00 fuse,0.5,low,112,517.947467923121,571.666650191362,nuclear,0.00406430308088689,220
C00 fuse,0.5,low,185,96.7641053709454,106.800043251458,nuclear,0.00671335776753638,220
C00 fuse,0.5,low,925,316.227766016838,349.025487895958,nuclear,0.0335667888376819,220
C00 fuse,0.5,low,71,571.666650191362,630.957344480193,nuclear,0.00257647784591937,220
C00 fuse,0.5,low,162,469.276245934884,517.947467923121,nuclear,0.00587872409913997,220
C00 fuse,0.5,low,289,425.178630338289,469.276245934884,nuclear,0.0104873534855028,220
C00 fuse,0.5,low,18,19.9526231496888,22.0220194998738,nuclear,0.000653191566571107,220
C00 fuse,0.5,low,54,43.9397056076079,48.496934285282,nuclear,0.00195957469971332,220
C00 fuse,0.5,low,51,696.397402962432,768.624610039774,nuclear,0.00185070943861814,220
C00 fuse,0.5,low,120,71.9685673001152,79.4328234724281,nuclear,0.00435461044380738,220
C00 fuse,0.5,low,38,768.624610039774,848.342898244073,nuclear,0.00137895997387234,220
C00 fuse,0.5,low,38,32.6802758941013,36.0697271532629,nuclear,0.00137895997387234,220
C00 fuse,0.5,low,54,630.957344480193,696.397402962432,nuclear,0.00195957469971332,220
C00 fuse,0.5,low,79,65.2057229342861,71.9685673001152,nuclear,0.00286678520883986,220
C00 fuse,0.5,low,14,22.0220194998738,24.3060443338441,nuclear,0.000508037885110861,220
C00 fuse,0.5,low,23,29.6093293962708,32.6802758941013,nuclear,0.000834633668396415,220
C00 fuse,0.5,low,48,39.8107170553497,43.9397056076079,nuclear,0.00174184417752295,220
C00 fuse,0.5,low,54,59.0783791158794,65.2057229342861,nuclear,0.00195957469971332,220
C00 fuse,0.5,low,8,1033.44106388056,1140.62492385132,nuclear,0.000290307362920492,220
C00 fuse,0.5,low,22,26.8269579527973,29.6093293962708,nuclear,0.000798345248031353,220
C00 fuse,0.5,low,10,936.329208823942,1033.44106388056,nuclear,0.000362884203650615,220
C00 fuse,0.5,low,34,36.0697271532629,39.8107170553497,nuclear,0.00123380629241209,220
C00 fuse,0.5,low,3,11.0371550320276,12.1818791201012,nuclear,0.000108865261095185,220
C00 fuse,0.5,low,11,848.342898244073,936.329208823942,nuclear,0.000399172624015677,220
